date,message
2022-09-18,"ребёнок биолог вырастить хромой летучий мышь медведка стаканчик крестовик покормить оса поэтому бояться мама смотреть гусь гусь давать погладить дитё заходить двор церковь пастись табун гусь предвещать заходить индюк бояться индюк биофак рассказывать хотя что-то изначально настораживать гусь перестать посмотреть внимательно сірия воно така спросить матёрый пожилой гусак кореш показать нас. окупанти сказать сірия і почалось гусь резко прекратить харчеваться первый `` га-га-г '' выстроиться свинья послать самый борзый белый матёрый точно тро танк грызть барбарис идти клокотать булькать змеить башка хлопать крыло очевидный намекать 3,14здуть нафовать бульдасочка нормально буть подтянуться фланг чётко справа слева группа 4 послать атака сыч клацать клюв сверху кружить беспилотный летательный ворона явно корректировать тыл отчётливо доноситься `` ой лузі червона калин '' `` ворог сунеться безперестать із землі прадідить повстануть '' подавлять меньшинство перегруппироваться ворота патамушт получить пизд няшный гусь фактически еда очень позорный завтра пойти комбикорм репарация платить"
2022-09-18,приехать голландский птичка собирать деньга руснить быстрый умирать
2022-09-17,недавно прочитать выдра жить пара жизнь подрасти детёныш выгонять ждать пока захотеть уйти деточка семейный жизнь понравиться родитель принимать назад начинать подозревать дочь выдра успеть обрадоваться бойфренд снять хата деточка тусит поссориться просто патамушт выдра решить сильно скучать настя детство железобетонный непрошибаемый никак аргументация .... дорога дневник объяснить дочь готовый скучать выдра блин ...
2022-09-17,сказать « брать » — значит отдать '' верховный рада украина избавиться явление получение народный депутат зарплата конверт заявить глава парламентский фракция `` слуга народ '' давид арахамия интервью издание forbes '' вообще заявление идея дбр должный завести уголовный дело минимум арахамия сокрытие коррупция злоупотребление максимум каждый нардеп имя должный озвучить прятаться обтекаемый фраза некогда щимятый волонтёр время вр снова окончательно победить коррупция напомнить кстати нардеп антон поляк заявлять депутат фракция слуга народ получать деньга конверт принятие закон олигарх внезапно очень удачно умереть
2022-09-16,
2022-09-16,бердянск убить заместитель глава вга город вопрос жилищно-коммунальный хозяйство олег бойко жена людмила бойко возглавлять городской территориальный избирательный комиссия проведение референдум оккупировать луганск главный прокурор случиться перегруппировка полиэтиленовый мешок ещё начинать горить палає дупонький ворожить рідно україич перемож спів
2022-09-15,подписываться как-то обязывать как-то давить таня писать хватить балда пинать столько вокруг список висеть немой укор блд посреди рабочий стол ... угол передвинуть равно висеть скотина 3000 грн лежать спортклуб действовать нерв продлить абонемент прийтись туда ходить болеть причём заплатить болеть время человечество потратить тысяча год человеко-час максимально снизить физический активность прийти спортзал отвалить деньга нанять специальный человек стоять рядом гавкать `` ещё четыре ещё разочек пять шесть стоить побежать ещё подход '' бред какой-то ... бывать свет трудоголик псих синяк глаз синдром навязчивый состояние хлеб кормить дать поработать заразиться трудоголизм оно венерический передаваться наследственный заболевание
2022-09-15,
2022-09-15,92 річный бабцть параска як пережить друг світов війн пригощає воїніть фото канал андріть цаплієнко
2022-09-15,игорь фельдман расписать электорат формироваться `` мнение '' посредничество манипулятор сми `` дтп сми самый сми наделить моральный право высокий суд по-суть либо предвзятый либо любить кэш итак событие точнее авария президентский кортеж первый авария кортеж президент порошенко второй кортеж зеленский первый случай видеть заголовок президентский кортеж пострадать прохожий второй пострадать президентский кортеж хотя заголовок никакой президентский кортеж просто автомобиль президент кортеж первый случай призывать пожалеть прохожий подчёркивать возраст второй президент автомобиль пострадать обратить внимание второй случай реальный кортеж президент первый никакой кортеж президент придумать журналист почему `` кортеж порошенко '' притянуть лично порошенко обозначить вина сбить 88 летний мужчина дело новость написать никакой порошенко кортеж цитата `` служебный автомобиль полиция сопровождать лицо отношение осуществляться государственный охрана '' полицейский автомобиль использоваться кортеж мочь куда-то ехать сбить человек причём далее цитата `` мужчина внезапно выйти проезжий часть запрещать знак регулировщик '' заголовок новость порошенко искусственно сформулировать вызвать неприязненный отношение порошенко новость вообще иметь никакой отношение ещё раз. дтп самый известный сми кривой зеркало отражать хотеть отразить почему стремиться объективный выбирать `` язык ненависть '' `` язык любовь '' причина решать хотя мочь сознаться требовать публичный персона институция `` прозрачный '' мочь показать пример верить сми верить сми решать лично ненавидеть манипулировать '' заголовок коммент
2022-09-15,сюжет 1+1 секунда дтп спереть полтава з фб
2022-09-15,
2022-09-14,понимать забрать оставить бердянск мариуполь держать российский флаг сдавать сосед `` орган '' первый бежать выслужиться новый власть бросить защитить думать последний время 14м факт защитить бросить позволить решать проблема самостоятельно уезжать донецк горловка страна понятный привычный прийтись ехать мир знать телевизионный пропагандон москва заработок россия гораздо большой москва россия человек правило ехать остаться верный родина тикать обосранный предатель приехать туда гэкать шокать инородец недочеловек кинуть наебать мочь рассказать чудесный история уехать россия дончанин регулярно приносить переписка оставаться свободный мочь выходить любой митинг писать угодный любой президент прийтись забыть попиздеть обидкаха страна недовольство целое недовольный рф просто давно уметь делать довольный сизый ещё россия существовать неприемлемый потеря среди среди чужой посмотреть внимательно воевать вести мирняк посмотреть видео пленный перебитованный ваня хлюпать сопля `` просто уехать '' мобиковы ордло домашний кроссовок босой нога `` пускать впереди чечен заградотряд '' думать коллаборант любимый поступить как-то иначе поделиться ништяк зсу осободить город село забрать москва именно россия внезапно поступить гуманно давать начинать думать голова накопить достаточно фактажа подумать `` идейный '' вынести отдельно 14м донецк таки довольно прям готовый добровольно воевать идея блеск глаз задор знать сколько остаться просто вата прятаться мобилизация вообще закончиться давно закончиться быстро дорога коллаборант совать ебгод камера выслуживаться публично вилять хвост рф неприемлемый потеря включать инстинкт залазить плинус сидеть тихо надежда заметить оккупант ещё хороший езжать сразу прекрасный россия рано поздно принять закон коллаборант комфортный место остаться опять-таки тихий ветошь угол сычать
2022-09-13,
2022-09-13,
2022-09-13,
2022-09-13,нипадоха суслить еда удаться заснять процесс
2022-09-13,всмыслить киев день берлин низабудить-нипрастить 8 год `` геноцид '' блд всьо отрицание торг депрессия ... фраер сдать назад
2022-09-13,хто бачить наслідка російської окупації або спілкувався з человек які це пережить зі погодиться відбудуватить міст і село рахунок державный бюджет нереально ні рік ні десять рокіть тим більша компенсації потребують лихой великі втрать тип спаленої нерухомості і більша дрібні збиток хто оплатить викрадені пралки і чайник трусить і шубить болгарка і собачі будка хто оплатить вибиті вікно і фарба косметичние ремонт яка ми замальовуємый їхні дебільні напись стіич потрощені меблі і вартість генеральный прибиранний перепрошуя гімный як росіянуть накласть вівтарь і дитячих ліжечкаха теж комуся доведеться вичищатить окрть ідуть витрать лікуванний поранених і хворих піврічень перебуванний підвалах здоровый додає лікуватиться человек доводиться світь рахунок вонь комбатанти іще окрть компенсації родич загиблихо допомога сирота і особа утриманні які втратить годувальник насправді це мають бутить астрономічні суметь який бюджеті українить точно немає і чи справедливо покладать ці виплатить україич настать час виставлятить рахунка агресор і говорити це потрібный всіха міжнародний майданчик менша голосный ніж ми вимагаємый українить зброй як сума російський звр заблоковать західний банк 300 мільярдіть голосить що їх потрібный передать україні лунають але якося млявый з нашой бок є кілька заять міністр юстиції що відповідный робот ведеться пока що рівні переговоріть але якося це залишається питаннь далекої перспективить тим час третина країнить заходить зима дах голова ми порозі реальної гуманітарної катастрофи і буть б добро якбить тема відшкодувань педалюватить найвищий рівні приблизный як дехто березні волава `` закрить небо `` хай зараз кричить `` заплатіть человек '' розуміть чома тема фінансової відповідальності росії замовчується
2022-09-13,зупинці сидить хлопець формі нацгвардії і англомович дівчинк з тихнуть що дуже емоційный реагують береті і светрик 78 розміріть більшома ніж треба обидва уважный дивляться йий телефон він осьо дивить дивить хуйня біжить потім бам бач хуйня полетіть зара відмотать показать як хуйня горить вона what is хуйня тю бач москаль летить кацап раша вона вулицть russian хуйня він із гордість ага це мій брат хуйня захуярить кадить мій brother russian розпіздохать ферштеєн іди цьомять
2022-09-13,толя б школа учить нормально учитель трухлявый сссровский зомбак учить химия пропаганда знать следующий учитель растворять щёлочь кислота омыление жир нагуголь дурик
2022-09-12,донецк написать девочка знакомый 8 год флаг украина хранить насмотреть сопутствовать опасность `` предоргазменный состояние хотя ебут ''
2022-09-12,игорь бигдать спереть коротко електрик більшості український область вже відновить 52650 російський солдатіть ні владимир путин снова опаздывать встреча королева як буде майбутніть час « победить » російськіть мові победь побежать побежать побежать точно – згідно опитуваня україні залужный підтримують 102 – звідка взялисить 2 .. – полонені представлять лететь редкий птица середина днепр захекалася бурят обгонять кусок переправы… кажуть рускіть язиг збагачує українська мов але це неправда ви тілька подивіться пєрєгруппіровка пєрєброский і навіть свьортиваніє скілька нових евфемізміть слово « пиздюлі » физрук ехать трасса велик удержаться расставить проститутка рост очень тяжело играть игра `` мочь повторить '' лэнд-лиз идти
2022-09-12,
2022-09-12,
2022-09-12,
2022-09-12,
2022-09-12,
2022-09-12,начаться осень начаться дождь липкий глинистый грязь килограмм утяжелять берцы никакой мембрана гортекс выдержать нагрузка начать пускать вода внутрь неделька здравствуй траншейный болезнь погуглита неприятный штука ещё сильный похолодать оно айса 8-9 градус стабильно ночью холод внутри тело накапливаться зябнуть кутаться мечтать ещё флиска потихоньку остывать отупевать знать тепло море 26 градус вода насмерть замёрзнуть утонуть из-за судорога мышца термодинамика сволочь дайвера знать погружение 30-40 минута `` секрет '' сидеть несколько час ... затихать мороз вообще ад любим модный проект красивый технологичный уникальный умный внутренний ощущение большой любим военный задача согреть задача высушить обувь закупать сотня сотня буржуйка собственно начать делать сотня гривна помочь лайк помочь репост помочь тепло ++++++++++++++++++++++++++++ тілька привата 24 ++++++++++++++++++++++++++++ 5169 3305 2068 6400 ++++++++++++++++++++++++++++ іннуть банкіть ++++++++++++++++++++++++++++ 5375 4115 0177 8331 ++++++++++++++++++++++++++++ paypal ++++++++++++++++++++++++++++ переказ wingman2006 mac.com тип переказу family/friends
2022-09-12,україич це коли калуш і донецьк разом пиздять москаль
2022-09-12,некогда понимать слово `` вышкребок '' понять реально вышкрести откуда-то куфайк сложить особенно головастик белый кед вырост хороший почему пленный украинец выглядеть человек отэтый вышкребка
2022-09-11,игорь прокопенко жить человек разница лишь стрельба народ традиция культура внучка 15 год ... вродлив -да очень красивый якщый росіянуть сюдить зайдуть неї боїтести -бояться очень бояться зараз відчуваєт загроза від щодый неї і різницть дід і народ і одні традиції і культура ...
2022-09-11,плевок ...
2022-09-11,аааааааастановиться
2022-09-10,ч.2 один- бывший ополченец идея тупо бабло точка большой общий-то писать второй попустить вроде единственный случай услышать « таня ошибиться ошибиться проебал везде чужой » поздно « железный феликс » непримиримый клёво сделать просто умереть дружба упасть ветка обескровить лист смотреть человек видеть прежний юрка видеть помятый жизнь растерять существо просто жаль сочувствовать просто жаль дружба жалость несовместимый дружба- вовсе константа лена дима семейный пара математика общение закончиться вопрос ещё вкотактик 14-й « референдум ходить » её ответ « » вжухнуть двадцать год дружба бывало почему просто послать поставить подпись тезис « сделать таня бомж » « попытаться убить танин муж » « лишить родина танин дочь » понадобиться хотеть пытаться придумать что-то удобоваримый поиметь разбитый дом изоляция гетто очередь гуманитарка враг сильно плохой люди- кирпич нести удобно выстрелить трудно это- « саша тойота » незнакомый ездить новенький тойота хороший костюм дорога обувь бесплатно возить хвостатый пачкать кровь гной красивый салон просить « бензин » привозить домой паштет подопечный раздробить челюсть отёк мозг донецк купить возить дап вода еда сказать общий знакомый большой большой секрет молчать оба знать созвучный донбасский какофония дать 500 грн сказать отправить муж хотя говорить пара штаны сказать кто-то большой большой секрет пропасть искать огромный умирающий город выехать выехать затихарилися ноль сказать большой умереть умереть мочь принести цветок вылить стопка земля просто исчезнуть поездка телефонный номер удаляться хуёво
2022-09-10,самый болезненно даться текст фейсбук напомнить год идти номер удаляться новый также хреновый -- -- -- -- -- ч1 телефонный номер удаляться хреново… трудно больно равнодушно основное мясо ветеринарка большой приехать такси вызов врач большой позвонить газовщик ген большой газовый котёл номер – друг универ наверное влюблённость просто скиснуть просто остановиться просто « мир » просто бухать звонить хлам повспоминать человек давно большой студенчество застрять намертво 20 год хорохориться телефон говорить клиент « маленький » жена зарплата 7к фублеять война вообще знать зарплата твой жена твой выбор твой жизнь большой позвонить номер- друг хороший жизнь остаться закончиться 14-м. келоидный рубец стать бывший друг бывать стоять двор слушать бесконечно жуткий дап слово телефон ялта нужно выбрать победитель страшный принять новый « власть » принять её крым безопасно дап чеченец безопасно…безопасный стать предатель безопасно подмахивать оккупант безопасно ждать забрать подвал именно безопасно бледный моль отсвечивать пока подвал тащить сосед темнеть глаз ворочаться где-то диафрагма так. мочь вместе покорять мангуп петь крематорий ночной перрон пить горло ледяной шампусик новый год ялта кормить психованный выдра делить стол кров снимать видео свадьба ещё касет триста год пройти плакать плечо личный драма легко больно стать сторона оккупант умный талантливый образовать мочь оказаться мочь мочь именно так… это- единомышленница вместе спасать кот собака помогать уважать друг друг несмотря ужасный манера невыносимый характер москва отдружить фб понимать невозможность бескровный операция опухоль масштаб предпочитать верить реальность мочь простить москва ситуация каждый выживать мочь переезд москву- стоить извиниться меня- трудный выбор извинить диссонировать звучать по-отдельность жаль уехать ранний жаль мочь равнодушно удалить твой номер єто- грин музыкант бард неформал интеллигентушко песня пронзительный петь совесть честь свобода мир. хороший против хуйня выехать марик получиться вернуться живить черновцы звонить переживать говорить уезжать грин уезжать давать двуха снимать пока пожить найти работа уезжать молодой здоровый умный уехать « мир » превратиться конкретный визит запоребрик тула музыкант знать рубаха-парень улыбак нос картошка жить война концерт устраивать обниматься друг хула ездить регулярно грин донецк песня петь малый мзда доблестный партизанский отряд ополченец ходить укроп косить « мир » получиться любить мызамирыш нестями… это- юра олег первый тусовка 19-20. валерка матфак биофак преф бухло беседа утро гитара друг казалось- друг
2022-09-10,-что вой болото кацап сэр выть пойти пизда концепция превосходство русский нация украинец нацист по-прежнему украина какой-то странный логика ... блядь сэр
2022-09-10,мартин брест україич лето потужно готовить секретный операция наступление херсон секретный николаев таксист знать кількість сила засобіть россия спешно перебрасывать войско херсон україич возвращать николаев марчелло хуярить мост россия набивать херсон войско ждать україич группировать силь засобь продолжать секретный подготовка россия беларууууиться беларусь мирный небо россия ссссука україич їбать россия начинать что-то догадываться решать херсон операция прикрытие ложный удар перебрасывать войско донецкий напрямка україич наступать херсон россия блядь должный ложный удар україич россия снова перебрасывать войско херсон украиїич рвать колесо балаклея россия блядь україич нє россия думать перебросить войско україич щастить здоровля россия думать чьто блядь происходить україич развивать наступление направление находиться ещё находиться сумасшедший вольный сильный невероятно крутой украина почувствовать покатать язык ощущение пусть оно пробежать мороз позвоночник плеснуть кровь немного адреналин гордость огромный желание жить сентябрь продолжать
2022-09-10,
2022-09-10,помнить собирать денежка планшет ноут самолётик аэроразведка отчёт проделать работа каратель во-первых красиво
2022-09-09,дві жіночка розмовляють одніть вология корм фелікс рука кицька така їсть отакий їсть оца їсть собака мої їдять мяу віскас жруть фелікс їдять своїм бичка купляла пока буля їли аж вухамить ходить і майж паузить дивить потворить всраті навіть кицька від самі капості аби всі повиздихать земелька накрилися й чорнобривць порасти падли такий рівеня ненависті пересічної української жіночка ще треба заслужить цьий позбудешся це дуже надовго і ніхтый розбиратиметься іпотечь ти сдохнуть чи силоміць мобілізувать прийшов вмера земелька присипався і будуть кицька бичка
2022-09-08,як казать мій дід `` дать мені кухня більша або жінка меньша '' бач звис пузяк треба ширша дряпка
2022-09-08,балаклєть звільнить від кацапья чекать цей прапор херсоні маріуполі донецька луганська і севастополі
2022-09-08,андрухович крим і донецьк 2010ть '' б робить би цю клят цілісність якоиться догма чим крим і донбас ваш думка заважають україні розвиватися скажть політичный це інша націть вже зараз етнічний моментіть чіпай лихой політичні – політичный це частина російської нації хотеть сказатить що всі поголовно такі але тій українськіть меншині як є простіш запропонуватить еміграціть сюдить бо вонь й загнані кут постійный переслідувані можуть реалізуватить жодный проект '' -- -- -- -- -- -- важливый сплутать правильний `` патріотичние '' сепаратизм прекрасный андрухович з донбасянский і кримський неправильний ще цікаво якої межі україні будть `` пропонуватить '' еміграціть писок йома набить б якщый б зустріть `` патріот '' всратия
2022-09-08,лихой зараз дізнався що з українить втечь алла душкіич екс-директорка столичної печерської гімназії 75 як обвинувачують що здавать російський війська позиції зсу докази її причетності буля знайдені неї телефоні її затримали але вона вийидти воля під застава 500 тисячий гривеня інформаціть це судовой слуханні оприлюднить адвокат як жінці вдалось перетнутить кордон з угорщина наразі з'ясовує прокуратура цікаво якіть вона країні хто це відповість кожный злочин порушенний є прізвискать чи знов `` проєбалі ''
2022-09-08,валеріть прозапас колаборант опзж колаборант `` слуга народ '' колаборант `` майбутнє '' `` єс '' загинуть загинуть загинуть .... потім позитівниє ржуть з `` 6-8 '' єрмакі-подолякі розповідають `` нєактуальность '' і останні 350 рокіть
2022-09-07,завершать тема вынести отдельно намекать часі отэтый всьо просто забавно выйти
2022-09-07,очень трепетно относиться подписчик поэтому возражать желание почитать какать кот первый тип кот аристократ долго терпеть очевидный демонстративно собираться сделать копить душевный сила высоко задирать лапа заходить горшок воздух делать копательный движение кагбэ `` делать инстинкт-с ... '' начинать какать совершенно отстранить выражение лицо просто сидеть поза странный место очень пахнуть как-то ... фиалка пахнуть скажем прямо мочь сделать вид окончание процесс кот вертикально выпрыгивать горшок прям поза сидеть мчаться вдаль оглядываться марать прекрасный лапа создать любовь закапывание бренный говно поступать подтип `` '' подтип `` ой сделать '' процесс обязательно оглядываться кучка страшно удивляться опять-таки нестись даль патамушт хотеть мочь рядом рядом второй тип кот сцк шахтёр приходить горшок работа коногонка тормозок ненависть живой мочь копать 20 минута остервенеть разрывать мозолистый коготь наполнитель пластик горшок линолеум плита перекрытие мочь прорыть нора посрать китай б уверенный сожрать соевый соус изящный китаянка траншея ошмёток пластика казаться достаточный количество разбросать вокруг наполнитель приличный кот какать быстро деловитый смена заканчиваться работа ещё непочатый край зарыть кучка внимательно обнюхиваться убедиться говно начинаться процесс загребаний обратно лоток кусок линолеум ерщиковы унитаз упавший рулон бумага зазеваться сосед снизу саркофаг куча достигать стратосфера кот выходить горшок идти комната трусить лапа разбрасывать путь следование садиться посреди комната выкусывать застрять палец кусок всякий интересный выплёвывать ковёр химчистка третий тип мястись натура заходить горшок ходить пробовать наполнитель зуб немножко копать приличие переполнять экзистенциальныца кризис кот покидать сей обитель бренный ничто юдоль рабство банальный пошлый физиология уходить пожрать кот приходить снова бесердечный сука гравитация беззастенчивый давить сфинктер снова ходить горшок нюхать искать смысл бытие садиться морда стенка окончание процесс долго трусить хвост готовый покинуть горшок оказываться поза морда стенка подразумевать тщетность надежда быстрый бегство нужно совершить несколько телодвижение взглянуть реальность лицо мочь наступить говно непременно наступить куча немножко прикопать последствие прийти пузо вылизывать лапа конце-конец твой привилегия основа базис твердь прекрасный кот вылизывать лапа говно
2022-09-07,ой степ степ під кущий зеленить лёжить москалика тяженький ранение відірвать ніжка відірвать ручка й що коханний відірвать штучка спів
2022-09-07,пост суслить прочитать учить дитё плохой `` з досить тихнуть хто був януковичі '' комент удалить особенно тупой обед никак насыпать налить блог становиться похожий блог моновой ещё что-то какать алабай удалить жалость бедный женщина приходиться читать смотреть кукуха плавить нипадоха понимать `` дитё '' 23х годик научить мочь манипуляция неизбежный составлять бытие просто наслаждаться результат мочь выращивать нравиться рекомендовать среда единорог очень способствовать формирование фантастически прекрасный личность чистить унитаз сэкономить радуга фиалка пачкать семья 25 годик еда насыпать мочь наливать накладывать нашвыривать помещать ёмкость определять еда данный пересечение простанственно-временной континуум хрючить прям кастрюля любой каприз общий ещё семья стести друг друг подъебывать ехидничать круглосуточно вполне мочь делать нравиться например ходить психолог консультация учиться строить отношение копать траншея социальный взаимодействие возводить семейный храм любовь проходить спецкурс `` нравиться вести ваш муж обсудить пусть вести нравиться '' давно хотеть описать какать разный тип кот пожалуй таки описать неимение хозяйство алабай -- -- -- -- достать тортик купить дитё закончить заколачивать бабосой it начать суслить обещать
2022-09-07,
2022-09-07,т.е. наблюдать прямой эфир работа депутат вр выбрать финансироваться низзить военный положение `` идти нафовать почему '' 500 бюджетный млн показывать прямой речь народный избранник новость причём счесть нужный прекрасный постанов проголосовать коалиция сн говноеда часто стать напоминать прочий парламентский патриот гонять ссаный тряпка часі
2022-09-06,безымянный раздаватель какаха делать смайлик прикинуть масштаб облом насрать смайлик чатик улыбаться махать отключить возможность какать обнимашка долбоёб
2022-09-06,тиша нипадоха получить вкусняшка становиться задний лапа передний складывать грудь очень ми-ми-й называться `` суслить '' патамушт суслик делать насыпать дочь обед автоматически говорить настя суслить настя совершенно спокойно реагировать суслить суп нифига смотреть гордый суп суслить суслить минимум тортик завтра купить тортик очень хотеть посмотреть суслить гордый дочь
